question,answer_llm,answer_orig,document
"If my computed answer is a little off from all the choices, should I still pick the closest option or double-check my work first?","If your computed answer is only a little off, **double-check your work first**. If it’s still close after verifying, then **pick the closest option**.

The course guidance says:
- If your answer is **close to one of the options**, choose the closest one.
- If it’s **far from every option**, re-check the question, dataset version, and instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
What usually causes small mismatches between my homework result and the listed options?,"Small mismatches are usually caused by one of these:

- Slightly different filtering
- Different dataset versions
- Floating-point or rounding differences
- Different model/provider behavior

If your answer is close to one of the options, choose the closest one. If it’s far from all options, re-check the question, dataset version, and the GitHub homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
When should I worry that my answer is actually wrong instead of just being slightly different because of rounding or dataset differences?,"If your answer is **far from every option**, you should worry that it’s actually wrong.

Small differences are usually fine when they come from:
- rounding or floating-point precision,
- slightly different filtering,
- different dataset versions,
- different model/provider behavior.

A good rule from the homework guidance is:
- **close to an option → choose the closest one**
- **far from all options → re-check the question, dataset version, and homework instructions**

So: **slight mismatch = usually okay; large mismatch = likely something is wrong.**","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Is there any official homework guidance for what to do if my result doesn't match the options exactly?,"Yes. The official guidance says that if your numeric answer is close to one of the options, you should choose the closest option.

It also notes that small mismatches can come from different filtering, dataset versions, floating-point/rounding differences, or provider behavior. If your answer is far from every option, re-check the question, dataset version, and the GitHub homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Where do I actually find the Module 1 homework details for the 2026 cohort?,"For the 2026 cohort, the Module 1 homework details are in GitHub, not just the course platform:

- **Module 1 cohort materials:** https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag
- **Module 1 homework instructions:** https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md

The course platform is useful for **submission and deadlines**, but the GitHub homework instructions often have extra context.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"If the homework prompt on the course page is confusing, what should I check first?","First, check the GitHub homework instructions, not just the course platform page. If it’s still unclear, ask in Slack and include the code or command output as text.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Are the homework tasks in Module 1 supposed to match the lesson exactly, or can they change a bit?","They can change a bit. The homework usually follows the lesson workflow, but may use a different dataset or ask you to apply the same idea in a slightly different way.

Also, for Module 1 you should rely on the GitHub homework instructions first, not only the lesson or course platform page.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
What’s the best way to ask for help in Slack when I’m stuck on this homework?,"First, check the GitHub homework instructions, not only the course platform page. If it’s still unclear, ask in Slack and include the code or command output as text, not a screenshot.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Should I send screenshots when I ask about homework errors, or do you want the command output as text?","Please send the command output as text, not a screenshot.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
How can I find the token count for Module 1 homework if I'm not using OpenAI?,"For Module 1 homework, if you’re using a non-OpenAI provider, get the token count from the model response object’s usage fields.

For example, check fields like:

- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

depending on the API style.

If your provider doesn’t expose usage, use that provider’s native tokenizer as an approximation. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for other providers.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I read from the model response to get token usage for the homework?,"Read the token usage field from the model response object, such as:

- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

depending on the API style your provider uses.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Can I use tiktoken or cl100k_base for Gemini, Mistral, Groq, or Hugging Face in Module 1?","No. For Module 1, you should **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Groq, Hugging Face, or other non-OpenAI providers, because tokenization differs by model.

Use the **token count from the model response object** instead, such as:

- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

depending on the API style.

If your provider doesn’t expose usage, use that provider’s **native tokenizer** as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"If my API doesn’t return token usage, what’s the best fallback for the homework?","If your API does not expose token usage, use that provider’s native tokenizer as an approximation.

Do not use `tiktoken` or `cl100k_base` as a generic fallback for other providers like Gemini, Mistral, Hugging Face, or Groq. If you’re answering multiple-choice homework questions, pick the closest option.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the multiple-choice questions, what do I do if the token count isn’t exact?","For multiple-choice homework questions, choose the **closest option** if the token count isn’t exact.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why does the grader say my repo link is not 200, and what should I check first?","The grader says the repo link is not 200 because it tries to open your submitted URL and expects an HTTP `200` response. If it gets `404`, `500`, or anything else, it treats the repo as not publicly reachable.

Check these first:

1. **Is the repo public?**  
   Private repos usually won’t work.

2. **Did you submit the plain repo URL?**  
   Use something like `https://github.com/you/repo`  
   not `https://github.com/you/repo.git`

3. **Is the URL typed exactly right?**  
   Even a small typo can cause a non-200 response.

Quick test: open the same link in an **incognito/private browser window**. If it loads there, it should work for the grader too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Do I need to make my GitHub repo public for the homework checker to open it?,"Yes — if your repo is private, the homework checker won’t be able to access it. Make the repository public, and submit the plain repo URL without the trailing `.git`.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Should I submit the URL with .git at the end or just the normal repo link?,"Submit the **plain repository URL**, not the one ending in `.git`.

Example: `https://github.com/you/repo` rather than `https://github.com/you/repo.git`.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I quickly test whether the homework URL is reachable from the checker?,"A quick test is to open the homework URL in a private/incognito browser window. If it loads there, it should also be reachable by the checker.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
My submission gets a 404 or 500 on the repo URL — what are the common reasons for that?,"Common reasons are:

- **Private repo** — the checker can’t access it unless it’s public.
- **Wrong URL format** — submit the plain repo URL, not one ending in **`.git`**.
- **Typo in the link** — make sure the URL is exact.

A quick check: open the URL in an **incognito/private browser window**. If it loads there, it should work for the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"What exactly are embeddings in vector search, and why do people use them?","Embeddings are a way to turn text or other non-numeric data into numbers while keeping the meaning and context.

Why people use them in vector search:
- Similar inputs get similar vectors.
- That lets us compare items mathematically by distance or similarity.
- It makes semantic search possible, where results are based on meaning, not just exact keywords.

In short: embeddings let computers represent meaning as vectors so we can search and match by similarity.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings turn text or other non-numerical data into numbers without losing the meaning?,"Embeddings convert non-numerical data into numerical data **while preserving meaning and context**. Similar pieces of text or other inputs should produce **similar numerical vectors**, so their **proximity in vector space** reflects semantic similarity. This lets you compare meaning with mathematical similarity methods.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why do similar inputs usually end up with similar vectors in an embedding model?,"Because embedding models are trained so that semantically similar inputs land near each other in vector space.

The idea is:

- the model converts input into numbers,
- it learns patterns from lots of data,
- and it preserves meaning and context,
- so similar texts or items produce vectors that are close together.

That closeness makes it possible to measure semantic similarity with things like cosine similarity.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does the distance between embedding values help with semantic similarity search?,"Distances between embedding values help semantic similarity search because **similar texts end up with embeddings that are close together in vector space**.

In practice:

- **Small distance / high similarity** → texts are semantically related.
- **Large distance / low similarity** → texts are less related.
- With **cosine similarity**, we measure how aligned two embedding vectors are, so closer vectors mean more similar meaning.

This is what lets vector search find documents that are semantically similar to a query, even if they don’t share the exact same words.

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What’s the connection between embeddings, vector space models, and dimensionality reduction?","Embeddings are the practical output of a vector space model: they convert text or other non-numerical data into numeric vectors so that similar items end up close together in space.

Dimensionality reduction is part of the idea because the original data is compressed into a smaller number of meaningful dimensions while preserving semantic information as much as possible.

So the connection is:

- **Vector space model**: represents items as vectors in a mathematical space.
- **Embeddings**: the learned numeric vectors produced by that representation.
- **Dimensionality reduction**: the process of mapping high-dimensional raw data into a lower-dimensional vector that still captures meaning.

In short, embeddings are a modern form of vector space modeling with dimensionality reduction built in.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do I get rid of the warning about `multi-qa-mpnet-base-dot-v1` being made on sentence-transformers v3.0.0 beta?,"Upgrade `sentence-transformers` to version `3.0.0` or higher:

```bash
pip install sentence-transformers>=3.0.0
```

This should suppress the warning about `multi-qa-mpnet-base-dot-v1` being made on the beta version.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a way to suppress the `model was made on sentence transformers v3.0.0 bet` message when I run vector search?,"Yes — upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

That should suppress the warning.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What should I upgrade to stop the warning from `multi-qa-mpnet-base-dot-v1`?,"Upgrade `sentence-transformers` to **3.0.0 or higher**:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I need a newer `sentence-transformers` version to avoid that beta warning?,"Yes — to suppress that warning, upgrade `sentence-transformers` to **3.0.0 or higher**:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What command should I use to silence the `multi-qa-mpnet-base-dot-v1` warning?,"Use:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson just use dot product for similarity without normalizing first?,"Because in the lesson the embeddings were already assumed to be normalized to unit length, so the dot product was effectively the same as cosine similarity.

In the homework, the vectors are not normalized by default, so you need to normalize them first if you want dot product to equal cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are OpenAI embeddings already unit-length, so dot product equals cosine similarity?","Yes — in the lesson context, OpenAI-style embeddings are assumed to be unit-length, so the dot product is equivalent to cosine similarity.

If the vectors are normalized, then:

- `dot(a, b) = cosine_similarity(a, b)`

If they are **not** normalized, then you need to normalize them first for dot product to match cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"In the homework, why do we need to normalize TF-IDF + SVD vectors before comparing them?","Because TF-IDF + SVD vectors are not normalized by default, their dot product is not the same as cosine similarity.

Normalization makes each vector unit length, so then:

- **dot product = cosine similarity**

Without normalization, longer vectors can score higher just because of their magnitude, not because they’re more similar.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Does dot product only match cosine similarity when embeddings are normalized?,"Yes — **dot product matches cosine similarity only when the vectors are normalized to unit length**.

From the context:

- If embeddings are already **normalized**, then  
  **dot product = cosine similarity**
- If embeddings are **not normalized** (like TF-IDF + SVD in the homework), then dot product **does not** equal cosine similarity unless you normalize first.

So the key condition is normalization.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
What’s the difference between the lesson setup and the homework setup for vector similarity?,"In the lesson, the vectors were assumed to already be normalized, so `.dot(...)` could be used directly as cosine similarity.

In the homework, the embeddings are not always normalized by default, so you need to normalize them first for dot product to equal cosine similarity.

If you use the homework’s `Embedder`, it returns normalized vectors, so then `.dot(...)` works the same way again.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search in this module, do I need to embed the question, the answer, or both?","There’s no single right answer — it’s an experiment on your dataset.

The course suggests trying:
- **Embed the answer (`text`) only**
- **Embed the question only**
- **Embed `question + "" "" + text`**

Then pick whichever gives the best retrieval quality on your ground-truth set, such as **hit rate** or **MRR**.

If you want, I can also explain when each option tends to work best.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there a best choice between indexing only the answer, only the question, or combining them?","There’s no single best choice. It depends on your dataset, so the course recommends treating it as an experiment.

The three options are:

- **Index only the answer** — can work well because embeddings capture semantic similarity between questions and answers.
- **Index only the question** — can work well if user queries are similar to the stored questions.
- **Index question + answer together** — often the best, but it makes the input longer and slightly more expensive.

Best practice: compare them on your ground-truth set and pick the one with the best **hit rate / MRR**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why would embedding just the answer still work for matching user queries?,"Because semantic embeddings don’t need the exact same wording to match well. If you embed just the answer text, the model can still place a user’s question near it in vector space because it captures semantic relatedness between questions and their answers.

So a query like “How do I reset my password?” can still match an answer that says “To change your password, go to settings…” even though the question itself wasn’t embedded. The course notes say this is one valid option and often works well — it’s just something to test on your dataset.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
What are the pros and cons of using question + text together as the embedding input?,"Using `question + text` together is often the best option, because it gives the embedder more context and can improve hit rate / MRR.

Pros:
- Usually better retrieval quality than using only the question or only the answer.
- More context helps the embedding capture both what the item is about and how it might be asked.

Cons:
- Longer input, so slightly more cost.
- Can be less efficient to embed and store than shorter text.

The course note says there’s no single right answer — it’s best to test it on your dataset and choose whichever gives the best hit rate / MRR on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How should I decide which embedding setup is better for my dataset?,"I’d decide by **evaluating both setups on a small ground-truth dataset**.

A good approach is:

1. Create a set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try the different embedding setups.
4. Compare retrieval metrics like **hit rate, precision@k, recall@k, or MRR**.

For small projects, you can also do some trial and error, but **evaluation is the more reliable method**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does cosine similarity measure how close two vectors are in text search?,"Cosine similarity measures how close two vectors are by looking at the **angle between them**, not their raw size. In text search, if two document vectors point in a similar direction, they have similar content, so their cosine similarity is high.

From the context:
- **1** = vectors are identical
- **0** = vectors are orthogonal, meaning no similarity
- **-1** = vectors point in opposite directions

So in practice, it tells you how well the query vector aligns with each document vector.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why do people use cosine similarity for comparing documents instead of just raw word counts?,"People use cosine similarity because it measures the **direction/alignment** of the document vectors rather than their **size**.

Raw word counts can be misleading: a longer document may have bigger counts just because it has more words, not because it is more similar. Cosine similarity helps compare documents based on their **content distribution** by focusing on the angle between vectors, which makes it useful for text analysis.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does a cosine similarity score of 1, 0, or -1 actually mean?","A cosine similarity score of:

- **1** means the vectors are **identical in direction** — they point the same way.
- **0** means the vectors are **orthogonal** — they are unrelated/no similarity.
- **-1** means the vectors are **completely opposite** — they point in opposite directions.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Can cosine similarity be used with vectors built from TF-IDF or word counts?,Yes. Cosine similarity is commonly used with vectors built from TF-IDF or word counts.,"Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
